timestamp,open,high,low,close,volume
1764979200000,1.605,1.626,1.588,1.6,1516764.23
1765065600000,1.601,1.655,1.529,1.577,2541987.19
1765152000000,1.577,1.669,1.568,1.638,2423901.49
1765238400000,1.638,1.78,1.61,1.705,3155604.91
1765324800000,1.705,1.748,1.632,1.645,3058699.97
1765411200000,1.645,1.645,1.553,1.606,2449768.95
1765497600000,1.607,1.634,1.511,1.548,2406119.72
1765584000000,1.549,1.569,1.54,1.553,1243634.69
1765670400000,1.553,1.557,1.458,1.477,1633253.45
1765756800000,1.477,1.529,1.357,1.406,3353080.2
1765843200000,1.406,1.442,1.377,1.402,2357615.93
1765929600000,1.402,1.437,1.29,1.294,3255321.67
1766016000000,1.293,1.339,1.191,1.21,3824451.47
1766102400000,1.21,1.363,1.179,1.312,4462480.82
1766188800000,1.313,1.314,1.276,1.29,2116457.96
1766275200000,1.29,1.302,1.235,1.272,1896479.75
1766361600000,1.273,1.354,1.258,1.287,3725201.57
1766448000000,1.287,1.3,1.239,1.275,2022342.88
1766534400000,1.275,1.29,1.217,1.262,2294889.21
1766620800000,1.262,1.295,1.225,1.231,2014743.92
1766707200000,1.23,1.296,1.224,1.272,1833205.97
1766793600000,1.273,1.35,1.269,1.334,1889802.38
1766880000000,1.334,1.344,1.297,1.322,1666456.68
1766966400000,1.322,1.372,1.293,1.295,2686054.88
1767052800000,1.295,1.315,1.287,1.301,1930484.0
1767139200000,1.3,1.306,1.275,1.287,1988292.35
1767225600000,1.287,1.388,1.283,1.383,2328853.86
1767312000000,1.383,1.588,1.382,1.517,9391041.78
1767398400000,1.516,1.895,1.491,1.84,8451548.27
1767484800000,1.84,2.011,1.761,1.99,11968391.94
1767571200000,1.991,2.31,1.945,2.207,14957987.91
1767657600000,2.206,2.579,2.173,2.38,18909264.84
1767744000000,2.38,2.46,2.233,2.246,7578456.85
1767830400000,2.247,2.346,2.067,2.163,10079509.96
1767916800000,2.164,2.454,2.118,2.35,8425148.19
1768003200000,2.349,2.376,2.235,2.284,4768379.24
1768089600000,2.285,2.712,2.269,2.583,13161328.44
1768176000000,2.584,2.651,2.347,2.371,9792013.47
1768262400000,2.371,2.451,2.331,2.359,7465452.26
1768348800000,2.359,2.458,2.254,2.256,8988041.55
1768435200000,2.257,2.348,2.165,2.221,5613250.4
1768521600000,2.222,2.299,2.153,2.239,3198105.86
1768608000000,2.24,2.307,2.183,2.207,3406612.65
1768694400000,2.206,2.23,2.067,2.075,2880686.28
1768780800000,2.076,2.156,1.871,2.076,5603164.61
1768867200000,2.076,2.08,1.938,1.962,2559172.86
